# <Processing>, <CPU>, <Throughput>, <Turn>, <Wait>, <Ans>, <Swaps>, <No. of Process>
341, 234, 0.0146628, 58.4000, 11.6000, 11.6000, 0.0117302, 5
341, 234, 0.0146628, 58.4000, 11.6000, 11.6000, 0.0117302, 5
341, 234, 0.0146628, 55.6000, 8.80000, 8.40000, 0.0146628, 5
341, 234, 0.0146628, 62.4000, 15.6000, 11.0000, 0.0410557, 5
341, 234, 0.0146628, 58.4000, 11.6000, 11.6000, 0.0117302, 5
341, 234, 0.0146628, 57.0000, 10.2000, 10.0000, 0.0146628, 5
